time_spent,created_at,nb_episodes_watched,nb_memes,nb_reviews,updated_at,nb_friends,nb_comments,nb_likes,score,id,user_id,nb_shows_followed
216072,2017-02-22 12:56:56,0,0,0,2026-06-19 11:10:25,0,0,0,0,11519429,11519429,451
