created_at,updated_at,user_id,ad_id,id_type
2020-11-23 18:35:21,2020-11-23 18:35:21,11519429,0B8064CB-5D38-4F5F-84D2-C4C378908285,IDFA
2020-12-06 21:24:54,2020-12-06 21:24:54,11519429,8E0722D8-B474-419C-B084-5702D76B21E5,IDFA
2020-11-18 16:10:32,2020-11-18 16:10:32,11519429,A90ADDF4-B321-4092-889B-62786C628DB8,IDFA
2021-03-11 14:57:55,2021-03-11 14:57:55,11519429,B851407D-B255-49F8-814E-D01D8F7B5145,IDFA
2017-02-22 14:30:36,2017-02-22 14:30:36,11519429,EA1DB308-0EBF-4B39-8688-D0FB9F0D4C54,IDFA
