watched_show_ids,user_id,movie_name,series_name,season_number,episode_number
[401147 78107 366532 420600 340234 298185 447413 376164 452277 262558 282562 345246 330997 76321 392573 338192 354567 320724 363118 275295 414217 357888 346755 377294 332828 423618 392276 392358 269586 410986 413773 305913 388567 449872 251889 362578 383414 427195 293302 317654 311969 448147 314884 74205 376472 431139 428322 270550 73739 361411 404815 333595 393680 468524 322246 365065 350587 356317 430995 372566 327417 286126 81472 324835 75760 371798 347710 378746 80337 311954 134511 371856 413031 171591 390936 312505 455129 360261 399959 410984 394680 308772 403342 358211 343253 276564 350056 390430 359569 374003 248682 281470 248812 314189 387525 332353 457999 353309 445651 391020 336522 453280 377612 398425 357805 337686 443261 387697 416744 391101 382187 393197 372637 393589 327359 279392 368211 372974 420847 425393 78914 393187 371820 437929 153021 176941 450626 318009 417478 409559 314614 403294 375688 77680 449146 329096 385320 393189 71663 448549 396374 311899 265912 347648 295685 338947 94991 379962 368667 321060 318000 339273 348117 412874 73244 445646 79335 253463 305177 365442 305378 281632 372316 261690 294560 361394 350869 365700 425144 349342 281621 311711 278335 403245 329065 419097 349187 392708 328595 374389 473613 334003 387461 346345 364439 441590 452467 367234 392256 281249 397060 381909 429230 295767 353913 369076 382556 361039 256227 309066 361644 325517 377083 425453 349826 318824 475659 436744 300472 370114 443396 347507 79168 121361 161511 401632 319127 312104 361753 385415 71278 394748 280494 355567 371258 421837 396840 305582 391784 390537 296295 436695 311833 389200 345944 290853 70566 338903 82276 433003 367553 435662 412421 366524 374441 369414 74845 262980 289590 414543 372787 365722 440193 350864 364047 393199 376459 375641 326791 377125 341704 299857 328972 362753 368523 356202 385764 438818 344216 167571 295648 368597 382544 381809 270915 76156 385713 414643 281589 341551 373186 319829 447569 470108 72108 410611 458912 276312 367226 281593 341230 390093 305288 350995 253573 393434 306249 95011 341483 70350 375998 354735 350264 417272 399194 320450 94571 408709 322191 425656 350796 454109 264991 366211 378024 362177 298901 435072 397444 328361 72173 334543 371610 330879 419191 344643 368210 247808 379930 426845 75805 265766 405449 371028 355622 401966 379873 369301 356640 261795 455526],11519429,,,,
