user_id,created_at,updated_at,sent_last_chance,sent_discover,last_weekly,sent_welcome_mail,sent_2weeks_inactive,sent_2months_inactive,sent_active,sent_unfinished
11519429,2017-02-22 15:30:36,2017-02-22 15:30:36,0,0,,1,0,0,0,0
