range_key,created_at,vote_type,episode_id,type,user_id,network_platform,id,hash_key,movie_name,series_name,season_number,episode_number
8743768-11519429,2021-12-29 20:44:20,where-did-you,8743768,selection,11519429,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Disney+ country:us created_at:1.64081066e+09 display_name:Disney+ external_id:tvtime-disney+ external_source_type:<nil> is_cascaded:false logo_color:<nil> logo_name:D logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-light-mode.png] name_slug:disney+-7143457d-fee8-434d-9ad5-e000838f4515 network_id:7143457d-fee8-434d-9ad5-e000838f4515 platform:other platform_type:other type:network_platform_source updated_at:1.64081066e+09],73615381-99ae-40cf-8d0f-3f2dee07f58a,393589,,The Book of Boba Fett,1,1
